index,content,label
936,inima este i va rmne cheia nelepciunii,1
2651,promoii tari de valentines day la  pe 14 februarie se srbtorete sfntul  sau ziua ndrgosti,1
2211,bg  smartphone-ul va fi hubul prin care vom accesa lumea de afara,1
1815,din dron  neamt,1
1307,trebuie sa aib talente i in alte domenii artistice desen etc pentru a sti cum sa pstreze proporiile ca sa arate ct mai real nu cred ca le creaz pe loc face un desenplan in prealabil cred asta da migaleala,1
2659,gresesc cand va spun ca-s mai multi oameni in cora decat manifestanti in piata unirii nu gresesc,0
153,mi plac att de mult duminicile nct m trezesc ct mai devreme ca s m bucur de ele ct mai mult timp,1
2251,pentru perioadele aglomerate in care nu ajung la salon thank you,1
1006,banii care au fost cheltuii pe vaccinuri ii bgau in cercetarea mpotriva lui  i nu spun cite probleme au avut i au oamenii dupe dup aceste vaccinuri,0
2868,ceva frumos direct din camera sony a9ii  70-200mm f vama buzaului,1
1536,nu mai au smartbooster ce trist email,0
904,buna seara multumesc pt mentionar pt mine inseamna enorm imi place mult biografia dv m a si cum ati spus dv fara multe fantezii parca va sunt recunoscatoare va iubesc,1
2766,cumva esti di suedia si administratorii amesteca politica cu sicilalul nu sunt singurii demagogi i-a molipsit,0
3020,bieii de la mi-au nchis pagina conceput ca un ziar independent am nclcat politicile lor postnd mai multe citate din  aveam de abonai dup o munc de aproape 6 ani asta e viaa,0
1097,una multumesc inseamna mult pt mine va iubesc,1
2703,la au aceleasi stiri zilnic daca caut prin arhiva sigur gasesc aceeasi stire si in 2018 2017 2016 2015,0
1707,inca putin si vor fi dati in judecata de catre,0
2826,si pentru ca tot am primit cadou 50 de gb spatiu pe dropbox thanks to my  vom urca multe documente importante acolo,1
2501,nu puteti face ca trenurile sa nu mai scartaie atat de adanc la intrarea in statii mai ales,0
3025,ai ncercat noul cu  dac nu te invit sa-l ncerci e pur i simplu demenial  igshidqcu4tsop1hff,1
1448,hai ca suntem bn  gavana,1
2787,rou-swe ce umilinta ce diferena o sa boicotez crenvurstii de la  sunt prea aroganti suedezii astia cu noi,0
583,sa fie sanatoasa si sa aiba noroc ce bucurie pentru parinti si cei apropiati,1
1803,traiasca enel altfel nu mai postam de aici,1
2473,ha au reduceri la food dupa 1600 11lei pe crema de ciuperci20chifteleapa minerala nice,1
3008,rochie eleganta desigual 156910 negru bucura-te de libertatea de a alege si cumpara rochie eleganta desigual 156910 negru de la  livrare rapida plata in rate deschidere colet la,1
2030,bun-i berica rece pe canicula asta,1
1485,dai un ban da tii c-i mare,1
552,veti bune valoarea bonurilor de mas crete n acesat primvar,1
1598,promit ca pe viitor nu mai comand de la,0
3038,se fac tot felul de glume macabre pe facebook in legtur cu pensiile romnilor eu v zic c nu e de rs e de plns ticlosia pus la cale de guvernul lui ne va afecta pe toti pe absolut toti,0
1527,urmeaz nc o zi lungaaa  email mall,0
961,deschide-i gustul pentru lectur cu cri pentru copii atractive,1
358,cum plm l am ratat pe yuzuru ma fur in ea de vista,0
77,prjitura cu stafide i iaurt un rsf al simurilor vezi ct de uor se prepar delicatesa,1
996,produse excelente ncerca-ti i ve-ti vedea ce efecte au  va ateptm cu drag,1
118,seara este locul frumos i dulce dintre lumina aspra a zilei si intunericul nopii bun seara,1
2488,100 de ani de istorie onorai cu o carte de excepie,1
180,indiferent de situaie margarete sunt florile mele preferate,1
1829,mi-a venit cheia dup 2 luni comand ebay  romania,0
1045,faptu ca eram ultra disperat sa fut a fost in detrimentul meu in timp ce se intampla said futere m am mega speriat nush din ce motive si voiam sa ma evapor de la fata locului,0
1436,sun plaza,1
3077,m-am pus dracu s m reped pn la ikea c tot e la doi pai i am constatat c s-a mutat acolo promenada din ior la hotdogi crec era coad de o or la chioftele suedeje minim dou am luat msuri comand de acas,0
1610,felicitari  excelent eveniment email fabrica w,1
2963,m ncarc cu o energie att de bun cnd fac ceva ce-mi place alturi de oamenii la care in la,1
2102,filiala ofera 6 posturi spre angajare operator calculator -2 posturi,1
2255,dap nc o dat confirmarea c este o banc de 2 lei  email,0
102,au cam rupto in sus shorturile si au cazut rau de tot longurile in ultimele ore are sens sa dea pretul in sus putin sa lichideze niste shorturi si astfel sa testeze intai 42k ce zici,0
2850,la n afi carne de zebr i carne de cangur la 15 lei kg ofert promoional stoc limitat doar mie mi se pare dubios,0
2142,adrenalin nainte de  succes,1
1489,despre fericire cu,1
2429,reduceri reale  azi avem aer condiionat pentru zile toride i cuptor microunde cu grill,1
184,buna pt ca asa e i mi place tot adica e perfect multumesc va iubesc,1
324,da n-am recunoscut-o din cauza de combinezon  si nici sonorul nu era pornit pare asa mai in transa mersi de voie buna poti muri cu astea,0
114,e foarte mito site-ul dar trebuie sa ai rabdare,1
832,a ctigat bravo ai stil celebrities 2022,1
370,or fi tot ia care au tras in populaie in 89 nu mai credei propaganda,0
409,nu vreau sa stiu cum ar fi ls noi plsng de mila ucrainienilor,0
2420,dup o doz mare de adrenalin un asemenea peisaj este perfect,1
2982,datorit unui echipaj foarte amabil am fcut n urm cu cteva luni o vizit rapid n dormitorul unui -600 n care se odihnesc n timpul zborului nsoirii de zbor,1
3869,first man - frumos filmul recent adugat pe - recomand,1
162,pericolul este ceea ce se ntmpl n canada cu mesajele transmise - nu ai voie s protestezi - nu ai voie s vorbeti mpotriva guvernului - nu ai voie s i jigneti sentimentele unui premier,0
27,ahhhhh deci nu creddddd din cauza asta am fost asa de socata la inceput cand am vazut ca scrie romana,0
1689,au aprut si rezultatele muncii,1
1262,lol zici c ai descris-o pe mama  btut ca s nu mai fac a doua oar  eti o proast nesimit dac nu faci cum zic eu o s se aleag praful de fine de aia te in din scurt   poate vrei,0
2832,stirile sportive la  s-a suparat becali a zis are infractorul asta timp de antena de necrezut cit o plati la,0
1595,micutzul dejunb donalds sun plaza,1
1192,s-a ars techerul mainii de splat samsung pe care am cumprat-o de la i deja fcea zgomot nainte am scris 10 mesaje ctre pentru service dar nu am primit rspuns am sunat de 2 ori desi am asteptat 30 de,0
1449,la muli ani email in iai,1
352,am probleme pune-m ntr-un azil mental tot ce vreau sunt prieteni nu m pricep s-mi fac prieteni nu m pricep la interaciunile sociale nu sunt bun la nimic,0
2720,superpromoie la - reduceri de pn la 700 lei la laptopurile samsung n perioada 17-21 mai 2012  ar,1
476,pentru ca mai au cite o romanca cu caldura in suflet,1
1190,evident ar fi trebuit s defileze iar odat ajuni n dreptul lui  sa-i arate curu cum a fcut  apoi plecau la avion,0
833,roboii realizai de unii dintre cei mai inteligeni liceeni din romnia n competiie la cluj-napoca,1
1573,imparte o coca - cola la,1
137,dup ce i-a reproat incidentul cu  pumnul la trebuia s i-l dau ie,0
1488,merci pentru rspunsul rapid,1
452,nu frumuseea ne face s iubim ci iubirea ne face s vedem frumuseea    azi noul episod,1
1616,din nou surprize plcute la 2013,1
1913,pn si o mai ia razna uneori mai ales vineri 13,0
372,nu mai tin niciodata cu  ca port ghinion muie,0
1233,da e foarte uor sa iei poziia ghiocelului cnd tii c eti un gunoi,0
1603,este prezenta pe toate ecranele,1
187,nu e nimic pe market sa mor eu si nici echipamentu,0
857,nice toata lumea se astepta la asta dar nice,1
223,vina noastr c nu lum msuri ia s nu alimenteze nimeni cu benzin i motorin timp de o lun de zile va scdea preul mai mult de jumtate,0
2885,atentie la shopping de la  multe preturi gresite iar daca cineva nu mai vrea un produs este lasat la casa chiar daca e perisabil,0
267,bune explicaii i interesant ca de obicei,1
2909,i au ndeplinit criteriile de lichiditate n luna iunie condiie necesar pentru promovarea la piaa emergent secundar,1
2025,vrei s ncerci windows phone merit s ncepi cu nokia lumia 610,1
1714,anun peste de angajri la nivel naional,1
2515,sailor moon a romncelor se pare c i menine frumuseea cu gama de produse gerovital plant,1
468,unde se gsete de mult nu am mai vzut un dobo aa fain,1
1278,voi ai bocit la cutsceneul n care cnta yunjin sau suntei normali,0
1935,de parc la noi e altfella tv vedem plin ochii parcarea la,0
2890,sida hiv nu-i de rs  e de anchetat cellalt se tia la snge n hipermarket picura n carne spre exemplu s contamineze oamenii,0
2548,in direct la  dar de fapt ei sunt in reluare,0
2281,am castigat un laptop toshiba si 10000 de euro de la altex trebuie doar sa sun la 0757423065,1
547,multumesc scuze daca am gresit cu ceva multumesc va iubesc,1
675,nu-s mandra in sensul vehiculat cu ostinenta  insa ma bucur ca fac parte din poporul roman pe care-l iubesc de care mi-e atat de mila si atat de drag in acelasi timp asta este,1
297,din suflet pentru suflet un program special prezentat de leo,1
1936,ne incarcam  la,1
2645,ca sa testam noile produse canon ne-am dat si pe pista de karting a fost o zi buna best 3 of 3 -d,1
1282,strong sri vibes job-ul lui e sa ii faca pr marelui alb atat,0
145,elita conducatoare uraste omenirea de asta fac planuri de decimare pe      nu o sa i auzi vreodata declarand ca iubesc oamenii acu vor sa ne imputineze prin saracie si infometare o sa ne ia si lumina soarelui,0
242,moar micuele care v-au ftat de avortoni ratai homli sugaci gunoaie drogate neonanisto-nazisto-horthiste urmrete videoclipul lui,0
233,ft dragutele mai degraba te vedeam facand forma ca-n poza anterioara  dar uite-ma sunt surprinsa,1
1821,nope nu d voie la backup dect din icloud mecheri,0
1442,zburm abia atept email,1
1605,vere sa nu mai aud de samsung jenibil,0
1645,sa-nceapa petrecerea email place -cj w,1
3080,romnia  a promovat romnia n categoria rilor cu venituri mari dup ncorporarea evoluiilor din 2019 aspect important pentru deciziile privind rating-ul investiional i pentru negocierile de aderare la,1
1392,pentru ce te-ai vopsit nu puteai sa stai asa n-ai avut ce face pai chiar n-am avut,0
428,ce sa vezi 2 romnce fac furouri in usa stream aa vd i americanii ce frumusei avem,1
1591,cand imi este pofta este papa bun plaza,1
1359,ps tu ai bautceva tuicastii ca-ti face raudoctorul nu beao picaturai-si ride de tinecu urile astiade la mineniste fraierila felca mineguraca ajungecu prosteala,0
90,suflet frumos  iubesc melodiile tale iubesc felul n care dai via instrumenteloreti un diamant preios al muzicii i inimii mele,1
1984,pentru c ador bmw sunt primul care rsfoiete blogul printat al,1
3030,de acord cu tine singurul neajuns al platii cu cardul cum am patit eu la  e lipsa flexibilitatii comenzii daca uiti sa adaugi un articol sau vrei sa renunti la unul nu se mai poate face nimic,0
1441,suntem nite grai email,0
1372,apar o grmada de scamuri zilnic pe elrond pe de o parte e aiurea pe de alta parte e un pas din adopia in masa a oricrui blockchain istoric vorbind avei grija nu trimitei egld aiurea facei research bine la siteechipasocial media nainte sa cumprai,0
892,plagiaz non-stop glumele alea multe i viclene pe care le tot pune aici cnd l-am prins a doua oar i-am dat block mi-e scrb de sportu sta naional,0
1025,sunt bine vorbesc prima mea limba haha,1
3880,n urm cu cteva zile mi-a ajuns coletul de la femmeluxefinery iar acum pregtesc articolul cu produsele primite sunt tare ncntat de ele i de avea atept s le vedei i voi voi ai cumprat haine n perioada,1
2215,e  il poi comanda i dac nu i place l dai retur mie nu mi place forma,1
1856,s stm la coad zic  email bucureti nord ii - in voluntari ilfov reftw,0
3061,ne dorim s contribuim la un viitor mai bun nu doar prin activitile companiei n cadrul industriei ci i prin grija pentru colegii notri i familiile lor a spus  director  citete interviul complet pe,1
2110,m anun senin c desfiineaz contul de pfa pe care l pltesc de 4 ani,0
325,mi-am cumprat porcria de bridgerton eu i ducele 50 de lei de tmpit dar l-am gsit i pe  autorul lui morse  37 lei de la,0
1606,pe victoriei,1
2780,acu am deschis telefonul internetul face figuri sunt probleme cu digi in ghiroda provocate de furtuna de aseara,0
1795,dear lg la ce naiba mai faci aplicatii daca nu merg,0
2986,pregtit de cu unul din cele mai noi avioane 737-800 din flota  mai am puin i o cunosc i eu pe mimoz  la aeroportul international henri coanda,1
1607,blasfemia zilei vine de la,0
2503,protecia consumatorilor sanciuni pentru   i  care sunt abaterile constatate prin,0
91,o duminic splendid,1
2870,noi suntem la  va asteptam sa facem poze impreuna si sa participati la concursurile organizate aici la igshid105k1apup7h7b,1
2280,cnt chiar bine sun mult mai profi fa de muli artiti consacrai romni,1
169,romanii au un inalt mirosit vrajeala cu covrigul si nu vaccinat,0
2190,doamne fereste e coada de 70 de metri ca sa intri in magazin email m afi cotroceni,0
515,somnul face bine te refaci mai bine lucreaz sanitarii,1
2897,stii ce mi se pare mie super cool  cnd afara sunt 20 de grade  iar eu stau in casa  in ptura si ma uit la filme de crciun pe,1
1988,zburm cu  frumos arat noul corp din aeroport email,1
2246,razele alea din fundal fac toata poza  neamt,1
264,romnii tot mai dezinteresai de vaccinarea anti-covid campania de imunizare se prbuete,0
347,eu tiu doar c poi s pierzi imediat tot la cea mai mic fluctuaie a stocurilor practic eti la mila evenimentelor care influeneaz piaa,0
1053,buna va multumesc si va sunt recunoscatoare va iubesc,1
126,realizezi c omul la a fost votat de o majoritate neleg c n democraie exist opoziie i trebuie e nevoie s se fac auzit ns e nevoie de radicalizare dac are dreptate sau nu se va vedea la urmtoarele alegeri,0
2772,confirm si la mine aceeasi problema serios platiti testarii aia degeaba daca trebuie sa reinstalez aplicatia,0
1583,hmmmm ii scoatemmm pe totiii email transilvania -,1
519,elevul romn fa-n fa cu cel danez al nostru are o grmad de materii teme i meditaii al lor e relaxat i bine instruit,1
1894,samsung galaxy s4 este disponibil n magazinele din romnia,1
1338,un deputat aur este n com la terapie intensiv dup ce a fcut infarct,0
2011,a detronat i a devenit cea mai valoroas companie auto din lume,1
2127,a depit i a devenit cea mai valoroas companie auto din lume,1
2761,a devenit cel mai valoros producator de masini din lume actiunile companiei au atins un nou maxim istoric via,1
2675,ceo-ul anunta colaborarea cu pentru a inspira creativitatea invatamantul si inventivitatea in randul,1
1552,of course chiftelute cu gem d email restaurant  caf,1
434,aia poate s respecte vrtecuul apei trase de la wc,0
1508,am ctigat un samsung smart tv,1
350,stii care e pb cu fixatiile personale te fac s pierzi bani sau sa ratezi oportuniti n-am apucat s vd ce ai scris e doar reply la treaba cu fixatiile,0
47,ce frumosdar i ct adevr noapte minunat,1
3063,email are nevoie de investiiica s putem supravieui n lupta cu operatorii strini care vor s intre n urmtorii ani n  va trebui s ne dezvoltams investim n trenurile noastre n locuri de munc i,1
1652,la pizza cu ctigtorul  email hut in bucureti,1
550,au fost mereu doar ca nu se mai ascund,1
1731,pe la 600 am reuit dar nu rmn lucrurile aa,0
2258,nc 2000 de maini care vor sta la coad  romania,0
1047,sunt mito culorile dar i fundul ii super,1
3891,ohoho i pt delectare,1
1888,calea victoriei inchisa in zona hotelului continental haos,0
2134,sper ca tanti care a zgariat masinile in cluj e fericita acum a ajuns la,0
1983,o data ma duc si eu la cumparaturi  si atunci potopul email hipermarket pic,0
2727,locul 1 pentru programul de csr la gala la categoria educatie suntem mandri ca am contribuit,1
2864,de la nu au invatat nici macar un singur lucru in timpul filmarilor nu treci prin fata obiectivului camerei de filmat,0
400,mie mi-ar fi rusine sa tin cu echipa asta,0
1537,pentru faceti ceva cu softul email transilvania,0
2037,shhht se filmeaz  farmec,1
1059,pe bunejapita era o victimamititicaea nu era parte din sistem,0
484,nu trebuie sa fii un geniu sa ai un iq ca sau sa ncepi cu muli bani vei avea mai mult succes dect cei cu cele menionate mai sus dac te disciplinezi eti consecvent i nvei constant din experienele tale i greelile altora convinge-te singur,1
945,suflet frumos  iubesc melodiile tale iubesc felul n care dai via viori tale,1
1875,ecranul lui samsung galaxy s4 este rezistent la zgrieturi,1
3871,activiti distractive i educative la crea de - var soare i culoare,1
1076,numai putea sa piarda meciul asta e incredibil cum i-a bubuit mintea sa faca schimbarile alea,0
3133,dar de pelerinajele din aeroporturi cu ordinari care pleaca dupa ce au injurat cum au putut si pe unde au putut te deranjeaza faptul ca ul e inplicat in aceste voiaje nu te deranjeaza presupun ca nu dormiti linistitica ori ul e de vinaori,0
2256,de evitat azi coada e la sensul giratoriu  e mult mai bine aprovizionat,0
1272,sa mi bag pula n mncarea ta i rasa ta,0
8,cine omoara ce in canada dezinformezi daca esti antvaccinist asta nu inseamna ca trebuie ss vorbesti prostii,0
2590,coada mare la cursa spre nisa  gol la - diferenta cam 10 la pre si really bad marketing pt,0
300,de ce vreti sa faceti razboi cu aia baaa  cacatzoilor teroristi care sunteti,0
2680,iphone-ul meu nu e pe acolo l-am platit de o luna banii au plecat imediat livrarea mai asteapta urat,0
402,am niste draci pe acum le a fost greu sa scrie programul de la gala pe site bine ca lasa imnul romaniei pana la 7 si doar arunci scriu gala patinaj imi bag picioarele serios nu ma mai uit veci la tvr,0
2203,cum obii abonament genius gratuit pe un an iat o ofert promoional,1
191,noapte buna prieteni la inceput de primavara vreau sa-mi fac un obicei sa-ti ofer in prag de seara un buchet de ghiocei,1
1771,tocmai am vazut un conducand un opel rosu so cute,1
549,mi retrag cuvintele despre  felicitri  mi s-a ndeplinit visul suntem la 6 puncte de  cu o restan plus meciul direct,1
1634,heineken sau moretti i ciuc e bun smr,1
1765,doamnele de la sunt niste dragute,1
2103,la service s au stricat 2 receivere in acelasi timp  at casierie,0
1083,baaa care mai are colegi din ia de prsc tot ce vd,0
1565,urmeaz nc o noapte lungaaa  email parc mall,0
492,mie chiar mi-a plcut cum a vorbit nu a folosit deloc minile,1
2607,in bg a fost amendat cu  ptr concuren neloial sigur nu-i amend ci campanie de marketing,0
1459,cumprturi de crciun email,0
2998,am lasat bani in contul meu pentru ca nu mai voiam sa am de a face cu o banca cate imi blocheaza contul fara sa-ma informeze si acum imi spuneti ca trebuie sa va mai dau bani pentru ce,0
1817,felicitari brandului romanesc pentru,1
2078,fuck you  mereu pierd cte 4 ore sa mut contactele pe un windows phone,0
1222,astia tot timpul vorbesc doar in spatele usilor ca sa nu ii vada lumea ce prostii vorbesc transparenta nu o avem inca in romania desi la alte universitati am facut cativa pasi inainte,0
665,donetsk e in ucraina sa ne-ntelegem ba imi place  e om destept sau e inconjurat de oameni destepti,1
2289,parteneriat  pentru trafic de date in siguranta pe telefonul mobil si pe tableta,1
2893,cam trziu la antrenament dar a fost mult de munca lujerului,0
2557,la joaca cu noul renault captur,1
2035,nu le-a mers nici cu indienii india excludes huawei from 5g network,0
1757,scara plina de ciuma rosie si excroci pe facebook,0
354,poate stimatul nostru domn n a auzit de jocuri video in acest caz il invit sa si canalizeze energiile negative la un cs go si sa se linisteasca,0
3032,avnd n vedere c n urmtoarele trei sptmni o s m joc cu un lg g7 o jucrie cu o camer frontal blanao i cu cel mai luminos display de pe pia - numai bun s i faci igshid1utg6z2b44pec,1
1726,amn deschiderea magazinului de la craiova via,0
2373,nc o livrare pe care o ridic eu merita banii mei firma asta email courier in cluj-napoca cluj,0
1612,succes domnului director la conducerea,1
1046,mama ne-a dus pe mine i pe tatl meu n ora s fac cinste  la 3f romanian cuisine,1
2003,inca o seara frumoasa alaturi de si de show-ul,1
1898,2020-21 jersey e primul echipament din era care mi place,1
2865,din pcate nu gsesc link de unde pot face asta nici in browser nici n app de mobil iar in seciunea ajutor nu vad subiectul,0
2475,imi place masterchef felicitari echipei de productie le merita din plin,1
1422,buna dimineata,1
1893,o seara minunata alturi de prieteni deosebii donalds roman,1
1816,din postere m cheam la ea cu mana ei grasutza mars,0
2728,raport i bag anual mai mult de 20 de milioane de dolari n site-uri de fake news,0
683,ce e tata pentru mine e toata averea mea n-ai sa vezi copil pe lume s-asi iubeasca mult tata tata tata tata tata te iubeste al tau baiat bucura-te pentru mine ca eu sunt al tau urmas,1
3029,vizitele la medbeautyclinique pentru mine sunt mereu un motiv de buna-stare fizica i mintala pentru ca sunt ntmpinat i tratat cu grija de oameni faini i profi  igshid5xt69vpm1li9,1
3052,de foarte multe ori sunt intrebat si care este camera ta foto preferata e o intrebare la care daca raspund 100 sincer pot spune oricand canon eos 5dsr  si apropo inclusiv aceasta igshidthciw0h4mvrc,1
283,am auzit despre o familie care s-a desprit i care nici mcar un covrig nu-i luau unul altuia fr s cear acel leul napoi dac niciun leu nu mai eti dispus s dai pentru eael atunci sufletul i este mai negru dect mortea,0
697,uite nene cum isi alimenteaza aur sustinatorii si au succes n-am crezut,1
584,mi-a plcut la nebunie piesa asta n copilrie era fericire cnd o auzeam la radio,1
861,sunt sensibilnu moale pot s dau cu tine de pmnt plngnd,0
433,am o toleran foarte limitat la jigniri gratuite i propun s tergi prostia asta c mama nu a ftat iar tu nu eti veterinarul de serviciu,0
2656,felicitari ptdonatii ptsinistrati respectul nostrualatura-te si tu prin rt,1
1692,drumul spre succes e mereu n construcie la,1
2225,dovada c n mandatul lui  am ajuns ca pe vremea lui  coad la,0
82,a recunoscut olimpiada de benzi desenate iniiat de graficianul romn -  mn bravo  mangalianul nostru drag felicitri maxime,1
2579,sa nu va puna dracu sa platiti la cu cardul pe net si sa ridicati comanda de la showroom am zis,0
2164,nu sparg televizoare de nebun  se pare ca se preteaza sa le trimita asa,0
593,suflet frumos  iubesc melodiile tale pentru c mi nvioreaz sufletul i mi umple inima de bucurie iubesc melodiile tale i le voi iubi att ct voi avea suflare,1
1411,la depozit,1
2563,te-au vzut mititel i vesel d email mi-a spus c size doesnt matter iar eu v dau un premiu,1
900,eti o fat foarte drgu elegant si frumos salutari din insulele canare tenerife,1
1990,anun c face o mie de angajri n toat ara n plin pandemie,1
2470,de cand nu mai au croissante cu sunca diminetile la lidl nu mai au acelasi farmec  reftw,0
2192,telefonul meeeeu merita rt email ha reclama la nokia e63 in doamne ce macel,0
1234,x l amenin pe i arunc cu pietre n el,0
2540,v-am mai spus c mi ador job-ul azi am condus un bmw pe cel mai mare circuit auto-moto din,1
1219,ce napa e s fii ntr-un grup i s se trimit meme-uri care nu sunt pe gustul tu,0
2901,vad ca e acum la  probabil urmeaza  apoi  probabil urmeaza  sunt de acord cu si alegem cui dam si cui nu platforma parerea mea,0
2232,nu iesiti la shopping in hipermarket-uri e moarte curata incep plozii scoala email,0
1554,uuu abia astept sa imi iau tesla,1
924,cs go ca in vremurile bune  hai si tu pe live,1
1063,spectacol n europa  1-2 a ntors rezultatul n trei minute  3-2 derby n bundesliga meciurile zilei sunt aici,1
3068,azi editam unul dintre cele dou vloguri care vor aprea n urma experienei din state i am senzaia c mi-am fcut singur poft de  ce vreau s v ntreb avnd n vedere c tocmai ce am devorat un meniu de 8,1
2619,a redus cu 25 cantitatea de polietilen tereftalat plastic din care este facuta o sticla,1
12,este un proces grozav cu rezultate pe termen lung  mai ales ca se zie  in vino veritas,1
206,pi din aceast cauz prosper vulpile muli obolani eu am vzut ntr-o parcare motto lng oxford pe m40 umblau obolanii linitii printre maini pe nserat,0
2041,poate o sa puna si support pt day m-as bucura si eu personal,1
1445,email mall,0
2181,am facut un proiect in facultate despre coca cola de vreo 70 de pagini  22,1
1800,sa gsesc i eu ceva bun n cizme diminea email image pic,1
2277,se pare ca evaziunea fiscala e un sport de a ajuns un subiect de stire si pentru,0
2168,banca oamenilor intreprinzatori care pierd timpul la coada la banca email transilvania -,0
2077,desi sunt departe de casa gandurile ce le am imi fac seara plina de,1
821,salut deii am vorbit pe aici in mare pe la ct sa astept egld am pltit i abonamentul fiindc meriti  eti tare,1
962,va iubesc mult aprecierea este ceva sublim n am cuvinte va iubesc multumesc,1
2632,data trecuta am invatat angajatii ce este un pulverizator astazi oare ce sa le predau,0
1777,si-a cizelat grafica si a trecut in 169 in final,0
872,exist doar o singur avere s pori mereu iubirea ca vemnt cci numai ea mai poate s-i ofere i cer i poezie pe pmnt,1
1971,traditii romanesti la mc donalds - donalds piata victoriei,1
1131,roma nu a jucat nimic si nu merita victoria dar la cum s-a luat decizia pare ca unul din camera var a pus la pariuri,0
1479,si te ajuta la curatenie,1
2276,se difuzeaza cobra pe protv este unul din filmele mele prederate inca de mic copil,1
1914,e o afacere buna bah te uiti pe   e genial filmu,1
1939,vestea proast pentru copiii sub 16 ani care folosesc facebook,0
1629,nimic nu gseti  email in deva hunedoara,0
1094,model de succes n afaceri doi tineri din botoani i-au fcut business n agricultur,1
261,cam slbu conferina adunarea manifestarea sau ce-o mai fi fost pe acolo sau era un protest s te scoat gheorghe a lui simion de pe scena dreptei europeneromneti congratulations for your english language  o scriei mai bine decat vorbii limba romn,0
967,buna multumesc pt mentionare va iubesc imi place multumesc,1
2907,pentru a face fata afluxului de donatori de sange metrorex tine o casa deschisa din pacate pentru studenti acolo nu exista cartele reduse,0
3862,asa i romanul dar si cand oi da de aia buni sa vezi ce bucuros o sa fii,1
1959,electrica  enel ma aceeasi infrastructura aceleasi tampenii,0
1396,nice,1
1938,tehnologia intel sustine cea mai ampla expeditie in antarctica,1
1048,pe el nu l doare de popor el folosete banii pentru narmare cercetare arme spionaj finaneaz rzboaie ca sa destabilizeze zone de interes pt el narmeaz pe unii ca sa menin conflicte vezi afganistan etc s,0
382,o vac proast dac era vac simpl nu vac proast zicea de mig 29,0
1248,fugi bai de aici c numa prostii vorbeti toat ziua nu neleg cum pot oamenii s asculte nonsensurile pe care le zici in fiecare zi,0
287,pai nu ma iau nu uita ca-s mai veche pe aici am plans pentru istoria noastra si nu de putine ori  stiu si ce au facut comunistii familiei mele si mai ales ca occidentul nu l-a luat in seama pe cand a avertizat ce inseamna de fapt comunismul,0
451,perna rece pe amndou pri i doresc,1
93,enjoy doar cei care o mai practic o mai pot simi plcerea asta,1
1236,e vedeti daca nu stiti a fost si el protejatul  nu mai comentati daca nu stiti,0
2990,imi pare rau nu pot apricia macar ce am primit pe facebook sau da like la pagini sat ceva desi spuneau ca este vorba de a nu posta sau comenta si nici o posibilitate sa anunt nu am,0
853,este nemulumit de programarea meciului cu  cum s jucm mari mi se pare penibil -,0
2448,miercuri pe circuit alegerea ideal,1
310,la care d i-mpunge ca apucatu acolo-n spate,0
581,model de succes n afaceri doi tineri din botoani i-au fcut business n agricultur,1
2036,sa ma laud am zburat cu cel mai mare avion din flota  un airbus 310,1
307,felicitari vrem si pe calificat si e totu perfect d,1
1594,le luam la rand pe toate p email lujerului,0
3127,fcut o comand de pe n data de 16 specificat c dac nu livreaz pn pe 20 anulez comanda boii mi-o expediaz n data de 19 la ora 2300 evident c rataii de la n-au livrat i nu tiu ce-i cu ea np livreaz mai nou de pe o zi pe alta,0
2381,a depit valoarea de pia a gigantului petrolier  ajungnd la 201 miliarde de dolari,1
1244,asa incepe hai lasa-ma in pula mea ca macar de ar incepe,0
1380,nu sunt de acord cu tine aici sau gandesc eu gresit daca vrei tu poate ei delimiteaza bine discutiile de acasa eu ma raportez la el din ce vad in apropo tv si online nu-mi pasa de femeia lui si de ideile ei nici nu l-am auzit s,0
569,reia victorie de senzaie la oradea  ne-am autodepit,1
2014,hai ca am gasit de unde sa imi iei cutit ceramic  au bagat la,1
607,in sfarsit o idee originala era acu vreo 2 ani in sua,1
1419,femeie proasta email,0
1087,mai noucic se ia i prin blestemeparc a blestema pe unii din politic m-ai ales,0
2817,ai cumprat un aparat electrocasnic de la i s-a stricat n garanie ia-i calmante c eu am fcut o criz de nervi,0
1141,oamenii merg in grupuri pentru c nu se simt n siguran singuri eu merg singur pentru c m nu m simt n siguran n grupuri,0
585,poz artistic cu bltoaca i muntele nu tiu cum se numete vrful la todorka poate dar e foarte fain n orice moment al zilei,1
3123,am aa o durere de cap nct am mai scris nite fragmente din ceea ce se vrea o carte le gsii pe pagina mea de facebook azi am vrut s alerg dar am dus maina la itp i m-a enervat muzica de radio zu manele moderne din uber-ul necioplit,0
2369,ai vzut acel bmw de acolo   - e diesel    ca s-l cumpere    - un boschetar,0
2130,directorii de la ori sunt plecai n concediu ori nu rspund la telefon,0
1196,o-m veni menstruaia pe lng asta mi vine s mor de durere,0
2322,mai repede iti platesti impozitele 5 min dect sa iti inchizi un cont la 60 min,0
957,buna imi plac pozelle multumesc pt tot va iubesc,1
326,am sentimentul c ai alocat prea mult timp sau mi rspunzi la comentarii mulumesc,1
96,buna dimineaaaa lumeee hai la mine in caru s servim o cafeluaaa inima mea sufletul meu,1
2707,saptamana foarte importanta in it lanseaza noul sistem de opeeare windows 8 iar mult-asteptatul ipad 3,1
